consensus.cluster	chr	start	end	strand	tpm
16316	chr2R	19489751	19489786	-	342
16317	chr2R	19491790	19491866	-	185
16318	chr2R	19496162	19496205	-	112
16319	chr2R	19496813	19496904	-	1311
16320	chr2R	19497633	19497723	-	169
16321	chr2R	19501316	19501319	-	1293
16322	chr2R	19501699	19501775	-	618
16323	chr2R	19510758	19510862	-	86
16324	chr2R	19530339	19530701	-	6129
16325	chr2R	19532173	19532196	-	727
16326	chr2R	19538069	19538128	-	96
16327	chr2R	19538391	19538394	-	78
16328	chr2R	19546492	19546552	-	689
16329	chr2R	19546670	19546681	-	205
16330	chr2R	19546728	19547164	-	103628
16331	chr2R	19600587	19600646	-	472
16332	chr2R	19601005	19601043	-	57
16333	chr2R	19628924	19628950	-	133
16334	chr2R	19629031	19629070	-	231
16335	chr2R	19630352	19630463	-	31354
16336	chr2R	19631177	19631224	-	127
16337	chr2R	19631490	19631524	-	1322
16338	chr2R	19643519	19643562	-	111
16339	chr2R	19647194	19647225	-	64
16340	chr2R	19653280	19653325	-	160
16341	chr2R	19657706	19657749	-	135
16342	chr2R	19657940	19657972	-	304
16343	chr2R	19663083	19663160	-	163
16344	chr2R	19665597	19665623	-	199
16345	chr2R	19667960	19668004	-	252
16346	chr2R	19669532	19669710	-	936
16347	chr2R	19669754	19669871	-	3007
16348	chr2R	19671132	19671174	-	180
16349	chr2R	19681354	19681389	-	114
16350	chr2R	19687772	19687859	-	623
16351	chr2R	19687950	19688199	-	24764
16352	chr2R	19688291	19688351	-	207
16353	chr2R	19688403	19688622	-	1424
16354	chr2R	19701123	19701125	-	120
16355	chr2R	19703791	19703796	-	1051
16356	chr2R	19705068	19705127	-	394
16357	chr2R	19705203	19705239	-	65
16358	chr2R	19709168	19709201	-	106
16359	chr2R	19711518	19711542	-	92
16360	chr2R	19727244	19727245	-	242
16361	chr2R	19767305	19767327	-	298
16362	chr2R	19771088	19771124	-	56
16363	chr2R	19782204	19782222	-	141
16364	chr2R	19788457	19788497	-	62
16365	chr2R	19821646	19821706	-	262
16366	chr2R	19845960	19846015	-	107
16367	chr2R	19856322	19856377	-	97
16368	chr2R	19859271	19859326	-	199
16369	chr2R	19859722	19859726	-	51
16370	chr2R	19859785	19859814	-	156
16371	chr2R	19860101	19860126	-	73
16372	chr2R	19879916	19880002	-	316
16373	chr2R	19880872	19880936	-	3805
16374	chr2R	19903647	19903678	-	50
16375	chr2R	19903933	19904026	-	335
16376	chr2R	19911462	19911502	-	218
16377	chr2R	19923301	19923397	-	378
16378	chr2R	19925808	19925869	-	144
16379	chr2R	19940545	19940603	-	194
16380	chr2R	19945006	19945028	-	371
16381	chr2R	19945071	19945080	-	170
16382	chr2R	19945765	19945972	-	6144
16383	chr2R	19946676	19946895	-	14459
16384	chr2R	19949508	19949573	-	160
16385	chr2R	19974538	19974586	-	70
16386	chr2R	19992697	19992760	-	155
16387	chr2R	20003259	20003347	-	1067
16388	chr2R	20004110	20004181	-	211
16389	chr2R	20004960	20005006	-	10780
16390	chr2R	20017857	20017894	-	91
16391	chr2R	20024871	20024929	-	89
16392	chr2R	20025084	20025161	-	333
16393	chr2R	20026634	20026683	-	129
16394	chr2R	20044600	20044675	-	436
16395	chr2R	20055598	20055657	-	131
16396	chr2R	20057096	20057097	-	56
16397	chr2R	20058784	20058836	-	392
16398	chr2R	20067288	20067318	-	130
16399	chr2R	20076463	20076508	-	483
16400	chr2R	20079121	20079236	-	1519
16401	chr2R	20096140	20096176	-	56
16402	chr2R	20121089	20121159	-	62
16403	chr2R	20128420	20128490	-	78
16404	chr2R	20137037	20137084	-	124
16405	chr2R	20154701	20154765	-	190
16406	chr2R	20158417	20158422	-	52
16407	chr2R	20180025	20180134	-	102
16408	chr2R	20184462	20184568	-	265
16409	chr2R	20211945	20212022	-	252
16410	chr2R	20212063	20212096	-	97
16411	chr2R	20212535	20212678	-	12432
16412	chr2R	20214418	20214492	-	119
16413	chr2R	20221842	20221891	-	186
16414	chr2R	20222080	20222164	-	1247
16415	chr2R	20228615	20228653	-	146
16416	chr2R	20234775	20234820	-	178
16417	chr2R	20239427	20239431	-	75
16418	chr2R	20240317	20240464	-	1430
16419	chr2R	20245304	20245400	-	592
16420	chr2R	20246141	20246263	-	9958
16421	chr2R	20246384	20246438	-	233
16422	chr2R	20246705	20246713	-	81
16423	chr2R	20246761	20246911	-	476
16424	chr2R	20251157	20251202	-	358
16425	chr2R	20254629	20254644	-	57
16426	chr2R	20256911	20256963	-	61
16427	chr2R	20257327	20257420	-	3670
16428	chr2R	20258344	20258387	-	78
16429	chr2R	20260648	20260673	-	84
16430	chr2R	20261238	20261277	-	124
16431	chr2R	20262805	20262903	-	1188
16432	chr2R	20263912	20264046	-	96
16433	chr2R	20264643	20264682	-	197
16434	chr2R	20264736	20264818	-	139
16435	chr2R	20265096	20265259	-	22011
16436	chr2R	20267962	20268021	-	132
16437	chr2R	20274175	20274274	-	330
16438	chr2R	20274463	20274547	-	1721
16439	chr2R	20278888	20278922	-	741
16440	chr2R	20281119	20281122	-	86
16441	chr2R	20285083	20285087	-	55
16442	chr2R	20286767	20286910	-	527
16443	chr2R	20287053	20287117	-	437
16444	chr2R	20289105	20289153	-	123
16445	chr2R	20289324	20289649	-	1452
16446	chr2R	20306434	20306499	-	89
16447	chr2R	20308612	20308673	-	143
16448	chr2R	20309668	20309692	-	62
16449	chr2R	20313614	20313621	-	3244
16450	chr2R	20314464	20314512	-	359
16451	chr2R	20317603	20317705	-	879
16452	chr2R	20319476	20319477	-	68
16453	chr2R	20323991	20324039	-	138
16454	chr2R	20326259	20326446	-	1938
16455	chr2R	20326530	20326594	-	201
16456	chr2R	20326709	20326836	-	2410
16457	chr2R	20341271	20341341	-	83
16458	chr2R	20341605	20341656	-	279
16459	chr2R	20341699	20341745	-	219
16460	chr2R	20342266	20342302	-	59
16461	chr2R	20342348	20342414	-	111
16462	chr2R	20344897	20344986	-	643
16463	chr2R	20385584	20385618	-	63
16464	chr2R	20386009	20386074	-	340
16465	chr2R	20386117	20386126	-	87
16466	chr2R	20386186	20386263	-	187
16467	chr2R	20441575	20441656	-	97
16468	chr2R	20459941	20459976	-	104
16469	chr2R	20460819	20460859	-	104
16470	chr2R	20462356	20462509	-	442
16471	chr2R	20492223	20492396	-	4925
16472	chr2R	20501720	20501721	-	89
16473	chr2R	20506318	20506481	-	2191
16474	chr2R	20513129	20513315	-	1290
16475	chr2R	20529463	20529464	-	179
16476	chr2R	20538142	20538143	-	68
16477	chr2R	20540134	20540186	-	92
16478	chr2R	20540346	20540482	-	1050
16479	chr2R	20541640	20541675	-	53
16480	chr2R	20547615	20547696	-	679
16481	chr2R	20551224	20551316	-	212
16482	chr2R	20552044	20552101	-	144
16483	chr2R	20561012	20561064	-	114
16484	chr2R	20561951	20562042	-	537
16485	chr2R	20562206	20562329	-	702
16486	chr2R	20562850	20562918	-	185
16487	chr2R	20562972	20563041	-	1563
16488	chr2R	20566986	20567046	-	141
16489	chr2R	20582127	20582128	-	115
16490	chr2R	20585482	20585484	-	120
16491	chr2R	20587009	20587288	-	5713
16492	chr2R	20592417	20592524	-	861
16493	chr2R	20592856	20592886	-	128
16494	chr2R	20600024	20600100	-	281
16495	chr2R	20600334	20600340	-	343
16496	chr2R	20618211	20618236	-	792
16497	chr2R	20619172	20619173	-	56
16498	chr2R	20619807	20619816	-	61
16499	chr2R	20621414	20621495	-	967
16500	chr2R	20622553	20622605	-	152
16501	chr2R	20623136	20623194	-	92
16502	chr2R	20623369	20623429	-	245
16503	chr2R	20633501	20633502	-	135
16504	chr2R	20635044	20635203	-	512
16505	chr2R	20635723	20635736	-	51
16506	chr2R	20640627	20640728	-	633
16507	chr2R	20642872	20643047	-	744
16508	chr2R	20643723	20643840	-	994
16509	chr2R	20652861	20652912	-	216
16510	chr2R	20655058	20655095	-	1709
16511	chr2R	20661707	20661770	-	324
16512	chr2R	20663243	20663274	-	113
16513	chr2R	20665568	20665617	-	966
16514	chr2R	20667222	20667250	-	232
16515	chr2R	20667725	20667822	-	851
16516	chr2R	20667908	20668164	-	1771
16517	chr2R	20668229	20668248	-	260
16518	chr2R	20668584	20668853	-	1182
16519	chr2R	20669011	20669141	-	236
16520	chr2R	20669586	20669598	-	149
16521	chr2R	20669802	20669821	-	125
16522	chr2R	20670482	20670489	-	297
16523	chr2R	20670534	20670569	-	118
16524	chr2R	20670757	20670843	-	33944
16525	chr2R	20690748	20690788	-	223
16526	chr2R	20698706	20698800	-	622
16527	chr2R	20725179	20725253	-	95
16528	chr2R	20728178	20728211	-	205
16529	chr2R	20728477	20728478	-	60
16530	chr2R	20728627	20728629	-	155
16531	chr2R	20728900	20728926	-	109
16532	chr2R	20728982	20728993	-	176
16533	chr2R	20730563	20730705	-	11190
16534	chr2R	20736377	20736457	-	229
16535	chr2R	20772735	20772880	-	834
16536	chr2R	20773366	20773482	-	238
16537	chr2R	20776408	20776495	-	127
16538	chr2R	20776951	20777002	-	360
16539	chr2R	20792042	20792190	-	406
16540	chr2R	20792564	20792640	-	496
16541	chr2R	20801523	20801585	-	244
16542	chr2R	20822586	20822690	-	257
16543	chr2R	20828313	20828410	-	168
16544	chr2R	20832073	20832242	-	497
16545	chr2R	20832309	20832439	-	2142
16546	chr2R	20836020	20836025	-	625
16547	chr2R	20839211	20839223	-	121
16548	chr2R	20849990	20850092	-	714
16549	chr2R	20851167	20851244	-	69
16550	chr2R	20851983	20852101	-	280
16551	chr2R	20852181	20852330	-	625
16552	chr2R	20869289	20869361	-	150347
16553	chr2R	20876126	20876135	-	92
16554	chr2R	20877951	20877995	-	191
16555	chr2R	20881060	20881079	-	61
16556	chr2R	20883059	20883089	-	256
16557	chr2R	20885498	20885531	-	105
16558	chr2R	20886047	20886060	-	97
16559	chr2R	20905880	20905917	-	69
16560	chr2R	20916761	20916824	-	69
16561	chr2R	20925775	20925881	-	579
16562	chr2R	20927407	20927463	-	663
16563	chr2R	20950078	20950146	-	51
16564	chr2R	20957162	20957176	-	97
16565	chr2R	20974008	20974022	-	157
16566	chr2R	20974066	20974136	-	143
16567	chr2R	20974440	20974503	-	73
16568	chr2R	20974924	20974954	-	298
16569	chr2R	20986803	20986830	-	65
16570	chr2R	20987300	20987373	-	118
16571	chr2R	20987570	20987620	-	174
16572	chr2R	20992791	20992849	-	212
16573	chr2R	20992905	20992931	-	51
16574	chr2R	20993091	20993112	-	61
16575	chr2R	20993823	20993899	-	76
16576	chr2R	20994320	20994397	-	935
16577	chr2R	21008400	21008467	-	192
16578	chr2R	21008529	21008563	-	139
16579	chr2R	21009512	21009586	-	1905
16580	chr2R	21011501	21011575	-	303
16581	chr2R	21011729	21011938	-	1056
16582	chr2R	21016251	21016369	-	458
16583	chr2R	21017270	21017305	-	64
16584	chr2R	21017379	21017440	-	489
16585	chr2R	21038672	21038763	-	290
16586	chr2R	21044331	21044383	-	90
16587	chr2R	21054828	21054875	-	91
16588	chr2R	21056756	21056843	-	115
16589	chr2R	21056909	21056917	-	133
16590	chr2R	21056966	21056998	-	217
16591	chr2R	21057142	21057228	-	4627
16592	chr2R	21058251	21058282	-	67
16593	chr2R	21058528	21058532	-	79
16594	chr2R	21060389	21060577	-	5424
16595	chr2R	21061044	21061054	-	125
16596	chr2R	21061321	21061435	-	296
16597	chr2R	21063752	21063758	-	105
16598	chr2R	21063810	21063819	-	52
16599	chr2R	21064911	21064982	-	6813
16600	chr2R	21066293	21066352	-	199
16601	chr2R	21068411	21068514	-	455
16602	chr2R	21070949	21071085	-	113
16603	chr2R	21071237	21071302	-	525
16604	chr2R	21071465	21071466	-	68
16605	chr2R	21071802	21071829	-	71
16606	chr2R	21072709	21072722	-	365
16607	chr2R	21072763	21072800	-	2112
16608	chr2R	21087471	21087514	-	86
16609	chr2R	21090167	21090218	-	183
16610	chr2R	21090902	21091060	-	2105
16611	chr2R	21097221	21097323	-	1434
16612	chr2R	21110127	21110170	-	222
16613	chr2R	21111856	21111899	-	67
16614	chr2R	21121805	21121919	-	523
16615	chr2R	21122049	21122095	-	102
16616	chr2R	21125170	21125328	-	237
16617	chr2R	21126325	21126380	-	87
16618	chr2R	21128398	21128437	-	124
16619	chr2R	21128483	21128520	-	312
16620	chr2R	21130310	21130430	-	663
16621	chr2R	21133203	21133271	-	125
16622	chr2R	21133320	21133379	-	67
16623	chr2R	21136235	21136394	-	2510
16624	chr2R	21136782	21136806	-	60
16625	chr2R	21140437	21140523	-	261
16626	chr2R	21141959	21141964	-	184
16627	chr2R	21142255	21142256	-	119
16628	chr2R	21144571	21144634	-	126
16629	chr2R	21147873	21148243	-	40440
16630	chr2R	21148825	21148864	-	84
16631	chr2R	21148907	21148925	-	102
16632	chr2R	21154921	21155035	-	2235
16633	chr2R	21155299	21155382	-	452
16634	chr2R	21158443	21158481	-	75
16635	chr2R	21160441	21160591	-	1939
16636	chr2R	21168062	21168157	-	616
16637	chr2R	21168626	21168684	-	366
16638	chr2R	21169335	21169467	-	587
16639	chr2R	21169577	21169687	-	223
16640	chr2R	21170632	21170711	-	831
16641	chr2R	21174116	21174160	-	81
16642	chr2R	21178063	21178687	-	16750
16643	chr2R	21179160	21179203	-	181
16644	chr2R	21198930	21198940	-	52
16645	chr2R	21213373	21213447	-	269
16646	chr2R	21213752	21213821	-	110
16647	chr2R	21214134	21214135	-	53
16648	chr2R	21214947	21214968	-	1378
16649	chr2R	21217043	21217130	-	199
16650	chr2R	21217720	21217777	-	535
16651	chr2R	21223228	21223305	-	271
16652	chr2R	21223392	21223404	-	76
16653	chr2R	21223464	21223485	-	115
16654	chr2R	21224367	21224415	-	80
16655	chr2R	21227177	21227188	-	71
16656	chr2R	21234879	21234880	-	109
16657	chr2R	21250952	21250958	-	775
16658	chr2R	21257684	21257732	-	67
16659	chr2R	21264976	21265009	-	237
16660	chr2R	21265421	21265495	-	120
16661	chr2R	21265751	21265783	-	149
16662	chr2R	21266026	21266090	-	176
16663	chr2R	21266263	21266364	-	3965
16664	chr2R	21266944	21267046	-	375
16665	chr2R	21267400	21267709	-	19930
16666	chr2R	21281673	21281674	-	50
16667	chr2R	21291824	21292000	-	1373
16668	chr2R	21292042	21292192	-	3566
16669	chr2R	21292863	21293003	-	698
16670	chr2R	21293367	21293399	-	100
16671	chr2R	21295536	21295622	-	197
16672	chr2R	21298525	21298547	-	1047
16673	chr2R	21299529	21299601	-	98
16674	chr2R	21311108	21311148	-	220
16675	chr2R	21311333	21311339	-	71
16676	chr2R	21312017	21312093	-	156
16677	chr2R	21312266	21312363	-	1415
16678	chr2R	21318511	21318566	-	130
16679	chr2R	21318736	21318815	-	295
16680	chr2R	21319934	21320115	-	49084
16681	chr2R	21320689	21320817	-	888
16682	chr2R	21321347	21321418	-	162
16683	chr2R	21321761	21321795	-	89
16684	chr2R	21323303	21323337	-	395
16685	chr2R	21346084	21346141	-	81
16686	chr2R	21354211	21354271	-	356
16687	chr2R	21379461	21379462	-	247
16688	chr2R	21384315	21384389	-	1028
16689	chr2R	21385448	21385529	-	157
16690	chr2R	21386034	21386136	-	70
16691	chr2R	21386179	21386242	-	166
16692	chr2R	21388593	21388630	-	142
16693	chr2R	21394413	21394497	-	217
16694	chr2R	21402250	21402290	-	227
16695	chr2R	21428215	21428256	-	107
16696	chr2R	21430390	21430446	-	669
16697	chr2R	21450449	21450509	-	409
16698	chr2R	21466089	21466149	-	140
16699	chr2R	21481100	21481198	-	7181
16700	chr2R	21483488	21483521	-	212
16701	chr2R	21483662	21483787	-	4819
16702	chr2R	21489129	21489181	-	392
16703	chr2R	21495309	21495376	-	62
16704	chr2R	21496918	21496930	-	137
16705	chr2R	21497205	21497210	-	701
16706	chr2R	21497921	21497926	-	386
16707	chr2R	21500944	21500990	-	86
16708	chr2R	21501056	21501118	-	60
16709	chr2R	21501635	21501817	-	1474
16710	chr2R	21501943	21501982	-	78
16711	chr2R	21511870	21511955	-	809
16712	chr2R	21519076	21519111	-	73
16713	chr2R	21520931	21520977	-	148
16714	chr2R	21521120	21521121	-	342
16715	chr2R	21521174	21521233	-	269
16716	chr2R	21528880	21529004	-	260
16717	chr2R	21531426	21531550	-	1419
16718	chr2R	21531812	21531829	-	51
16719	chr2R	21537391	21537392	-	54
16720	chr2R	21537466	21537488	-	134
16721	chr2R	21562208	21562209	-	59
16722	chr2R	21562281	21562284	-	460
16723	chr2R	21577109	21577162	-	160
16724	chr2R	21597691	21597789	-	1220
16725	chr2R	21606194	21606197	-	70
16726	chr2R	21606943	21606955	-	1145
16727	chr2R	21608120	21608125	-	82
16728	chr2R	21609827	21609960	-	1368
16729	chr2R	21613070	21613075	-	244
16730	chr2R	21616844	21616911	-	897
16731	chr2R	21617959	21618023	-	109
16732	chr2R	21618075	21618085	-	63
16733	chr2R	21619032	21619074	-	113
16734	chr2R	21623057	21623079	-	68
16735	chr2R	21624384	21624465	-	634
16736	chr2R	21627163	21627207	-	144
16737	chr2R	21633109	21633226	-	719
16738	chr2R	21633605	21633665	-	53
16739	chr2R	21647454	21647555	-	920
16740	chr2R	21651441	21651631	-	431
16741	chr2R	21651768	21651857	-	114
16742	chr2R	21651920	21652062	-	9214
16743	chr2R	21659621	21659631	-	53
16744	chr2R	21659683	21659713	-	121
16745	chr2R	21659824	21660057	-	1825
16746	chr2R	21662143	21662209	-	136
16747	chr2R	21662262	21662302	-	269
16748	chr2R	21669846	21670229	-	5019
16749	chr2R	21672870	21672990	-	692
16750	chr2R	21687259	21687302	-	68
16751	chr2R	21687616	21687640	-	230
16752	chr2R	21688518	21688545	-	677
16753	chr2R	21690465	21690610	-	6262
16754	chr2R	21690810	21691306	-	47495
16755	chr2R	21691867	21691895	-	75
16756	chr2R	21692804	21692836	-	66
16757	chr2R	21693178	21693186	-	77
16758	chr2R	21693231	21693274	-	95
16759	chr2R	21693359	21693544	-	1116
16760	chr2R	21693936	21694053	-	216
16761	chr2R	21702806	21702919	-	2380
16762	chr2R	21704403	21704432	-	534
16763	chr2R	21704485	21704547	-	1073
16764	chr2R	21709860	21709965	-	438
16765	chr2R	21711568	21711612	-	450
16766	chr2R	21711676	21711734	-	81
16767	chr2R	21714189	21714240	-	79
16768	chr2R	21717683	21718185	-	3552
16769	chr2R	21719687	21719688	-	216
16770	chr2R	21719746	21720013	-	21725
16771	chr2R	21722392	21722419	-	239
16772	chr2R	21728115	21728232	-	5513
16773	chr2R	21731671	21731744	-	337
16774	chr2R	21752180	21752225	-	94
16775	chr2R	21754459	21754609	-	785
16776	chr2R	21757176	21757216	-	105
16777	chr2R	21763641	21763647	-	54
16778	chr2R	21763931	21763952	-	99
16779	chr2R	21784085	21784160	-	592
16780	chr2R	21786151	21786160	-	82
16781	chr2R	21788772	21788773	-	61
16782	chr2R	21790116	21790174	-	87
16783	chr2R	21800617	21800682	-	446
16784	chr2R	21800899	21800927	-	250
16785	chr2R	21801521	21801537	-	84
16786	chr2R	21801589	21801619	-	231
16787	chr2R	21807451	21807506	-	133
16788	chr2R	21819184	21819193	-	56
16789	chr2R	21820178	21820218	-	280
16790	chr2R	21821489	21821586	-	219
16791	chr2R	21830674	21830725	-	151
16792	chr2R	21835103	21835192	-	402
16793	chr2R	21836353	21836355	-	362
16794	chr2R	21838813	21838824	-	177
16795	chr2R	21840881	21840977	-	1139
16796	chr2R	21859555	21859625	-	174
16797	chr2R	21865420	21865506	-	365
16798	chr2R	21866801	21866835	-	115
16799	chr2R	21866880	21866950	-	222
16800	chr2R	21872185	21872262	-	522
16801	chr2R	21880511	21880525	-	73
16802	chr2R	21881587	21881680	-	246
16803	chr2R	21882503	21882598	-	1458
16804	chr2R	21883682	21883727	-	137
16805	chr2R	21904814	21904846	-	221
16806	chr2R	21911356	21911433	-	110
16807	chr2R	21912139	21912185	-	100
16808	chr2R	21953841	21953946	-	363
16809	chr2R	21954055	21954219	-	5513
16810	chr2R	21954741	21954929	-	4328
16811	chr2R	21965954	21966056	-	471
16812	chr2R	21968136	21968353	-	1193
16813	chr2R	21969175	21969221	-	77
16814	chr2R	21969524	21969560	-	146
16815	chr2R	21971171	21971371	-	9854
16816	chr2R	21981929	21981963	-	124
16817	chr2R	21982132	21982152	-	70
16818	chr2R	21986196	21986304	-	326
16819	chr2R	21986593	21986658	-	220
16820	chr2R	21986783	21986961	-	1546
16821	chr2R	21987101	21987131	-	104
16822	chr2R	21987288	21987321	-	110
16823	chr2R	22019271	22019313	-	69
16824	chr2R	22022443	22022490	-	157
16825	chr2R	22042759	22042905	-	2480
16826	chr2R	22060642	22060857	-	7600
16827	chr2R	22061471	22061500	-	679
16828	chr2R	22061801	22061825	-	376
16829	chr2R	22071161	22071341	-	3505
16830	chr2R	22071935	22072041	-	298
16831	chr2R	22072086	22072087	-	74
16832	chr2R	22072134	22072163	-	199
16833	chr2R	22072444	22072520	-	405
16834	chr2R	22073150	22073157	-	132
16835	chr2R	22073294	22073503	-	3426
16836	chr2R	22073996	22074141	-	294
16837	chr2R	22074189	22074211	-	161
16838	chr2R	22074450	22074538	-	209
16839	chr2R	22075193	22075399	-	22760
16840	chr2R	22082985	22082988	-	66
16841	chr2R	22086235	22086354	-	321
16842	chr2R	22090675	22090746	-	338
16843	chr2R	22091349	22091451	-	9137
16844	chr2R	22091931	22091943	-	77
16845	chr2R	22109020	22109141	-	171
16846	chr2R	22112040	22112067	-	166
16847	chr2R	22112425	22112507	-	96
16848	chr2R	22116333	22116351	-	265
16849	chr2R	22121916	22121956	-	230
16850	chr2R	22122185	22122346	-	6329
16851	chr2R	22122434	22122590	-	3853
16852	chr2R	22123636	22123637	-	80
16853	chr2R	22127421	22127525	-	1914
16854	chr2R	22127887	22127943	-	141
16855	chr2R	22132066	22132097	-	83
16856	chr2R	22136224	22136245	-	116
16857	chr2R	22159038	22159068	-	139
16858	chr2R	22164618	22164619	-	72
16859	chr2R	22164752	22164804	-	56
16860	chr2R	22176641	22176729	-	2372
16861	chr2R	22181568	22181652	-	382
16862	chr2R	22182815	22182884	-	302
16863	chr2R	22183517	22183553	-	72
16864	chr2R	22184120	22184121	-	87
16865	chr2R	22186181	22186221	-	112
16866	chr2R	22186301	22186308	-	173
16867	chr2R	22186527	22186555	-	152
16868	chr2R	22186693	22186708	-	157
16869	chr2R	22190504	22190680	-	384
16870	chr2R	22193144	22193153	-	3461
16871	chr2R	22197374	22197375	-	92
16872	chr2R	22198373	22198443	-	618
16873	chr2R	22202658	22202665	-	79
16874	chr2R	22207109	22207154	-	58
16875	chr2R	22209385	22209477	-	2765
16876	chr2R	22215267	22215334	-	202
16877	chr2R	22217580	22217598	-	184
16878	chr2R	22217720	22217787	-	626
16879	chr2R	22217839	22217992	-	1691
16880	chr2R	22218042	22218327	-	257
16881	chr2R	22218394	22218576	-	26047
16882	chr2R	22218853	22218859	-	66
16883	chr2R	22219011	22219024	-	84
16884	chr2R	22219067	22219068	-	74
16885	chr2R	22234014	22234080	-	633
16886	chr2R	22246910	22246935	-	62
16887	chr2R	22247003	22247004	-	55
16888	chr2R	22311305	22311306	-	82
16889	chr2R	22311819	22311824	-	221
16890	chr2R	22311930	22311982	-	6340
16891	chr2R	22314907	22314910	-	81
16892	chr2R	22315027	22315082	-	71
16893	chr2R	22319499	22319617	-	289
16894	chr2R	22320525	22320569	-	150
16895	chr2R	22326406	22326517	-	1549
16896	chr2R	22332052	22332072	-	154
16897	chr2R	22334864	22335076	-	2823
16898	chr2R	22346316	22346338	-	93
16899	chr2R	22347066	22347151	-	83
16900	chr2R	22349449	22349527	-	651
16901	chr2R	22373099	22373105	-	462
16902	chr2R	22374579	22374695	-	649
16903	chr2R	22379006	22379007	-	65
16904	chr2R	22394008	22394058	-	318
16905	chr2R	22395819	22395820	-	63
16906	chr2R	22402054	22402056	-	317
16907	chr2R	22411483	22411596	-	4656
16908	chr2R	22415468	22415562	-	309
16909	chr2R	22416163	22416242	-	682
16910	chr2R	22418294	22418334	-	55
16911	chr2R	22419398	22419470	-	71
16912	chr2R	22420285	22420385	-	2028
16913	chr2R	22421132	22421202	-	121
16914	chr2R	22426408	22426468	-	127
16915	chr2R	22426691	22426718	-	151
16916	chr2R	22426902	22427002	-	3164
16917	chr2R	22428942	22428973	-	50
16918	chr2R	22437061	22437067	-	203
16919	chr2R	22437111	22437114	-	83
16920	chr2R	22440928	22440978	-	307
16921	chr2R	22443193	22443255	-	338
16922	chr2R	22448353	22448386	-	68
16923	chr2R	22448604	22448686	-	173
16924	chr2R	22458324	22458382	-	78
16925	chr2R	22476239	22476278	-	381
16926	chr2R	22477215	22477324	-	576
16927	chr2R	22479138	22479166	-	88
16928	chr2R	22483038	22483061	-	62
16929	chr2R	22491008	22491117	-	654
16930	chr2R	22499737	22499738	-	73
16931	chr2R	22514098	22514099	-	133
16932	chr2R	22534875	22534914	-	307
16933	chr2R	22535653	22535765	-	996
16934	chr2R	22546555	22546556	-	87
16935	chr2R	22558015	22558050	-	268
16936	chr2R	22562025	22562081	-	504
16937	chr2R	22564857	22564938	-	163
16938	chr2R	22592963	22592968	-	660
16939	chr2R	22594014	22594039	-	203
16940	chr2R	22605617	22605692	-	389
16941	chr2R	22609648	22609824	-	1908
16942	chr2R	22613244	22613428	-	6825
16943	chr2R	22616871	22616908	-	149
16944	chr2R	22634293	22634408	-	731
16945	chr2R	22635932	22635952	-	120
16946	chr2R	22636410	22636542	-	502
16947	chr2R	22637580	22637748	-	1623
16948	chr2R	22639909	22639939	-	81
16949	chr2R	22640082	22640206	-	2712
16950	chr2R	22640881	22640924	-	206
16951	chr2R	22641088	22641252	-	833
16952	chr2R	22641364	22641481	-	36718
16953	chr2R	22643287	22643365	-	86
16954	chr2R	22643914	22643915	-	262
16955	chr2R	22645388	22645482	-	205
16956	chr2R	22645988	22646131	-	560
16957	chr2R	22646186	22646463	-	34814
16958	chr2R	22647240	22647241	-	468
16959	chr2R	22647784	22647861	-	4755
16960	chr2R	22648447	22648519	-	987
16961	chr2R	22649742	22649843	-	536
16962	chr2R	22654517	22654527	-	186
16963	chr2R	22655108	22655138	-	141
16964	chr2R	22655333	22655391	-	327
16965	chr2R	22655521	22655551	-	141
16966	chr2R	22656075	22656080	-	217
16967	chr2R	22656912	22657173	-	710
16968	chr2R	22670673	22670724	-	104
16969	chr2R	22698901	22698949	-	140
16970	chr2R	22699218	22699226	-	133
16971	chr2R	22700126	22700181	-	72
16972	chr2R	22700226	22700418	-	323
16973	chr2R	22700929	22701008	-	657
16974	chr2R	22701846	22701894	-	61
16975	chr2R	22702184	22702283	-	657
16976	chr2R	22702355	22702388	-	127
16977	chr2R	22703563	22703666	-	333
16978	chr2R	22704064	22704197	-	1023
16979	chr2R	22704667	22704681	-	166
16980	chr2R	22705138	22705294	-	248
16981	chr2R	22706677	22706684	-	72
16982	chr2R	22708279	22708304	-	110
16983	chr2R	22708438	22708600	-	3311
16984	chr2R	22708789	22708844	-	71
16985	chr2R	22709115	22709153	-	58
16986	chr2R	22715030	22715119	-	340
16987	chr2R	22720947	22721050	-	242
16988	chr2R	22721711	22721742	-	114
16989	chr2R	22724989	22725006	-	62
16990	chr2R	22729261	22729269	-	670
16991	chr2R	22732301	22732302	-	54
16992	chr2R	22740458	22740459	-	70
16993	chr2R	22755320	22755374	-	263
16994	chr2R	22764386	22764415	-	116
16995	chr2R	22798346	22798347	-	104
16996	chr2R	22806671	22806972	-	12955
16997	chr2R	22807565	22807594	-	71
16998	chr2R	22822485	22822543	-	183
16999	chr2R	22833448	22833481	-	95
17000	chr2R	22833743	22833820	-	1384
17001	chr2R	22835809	22835874	-	1129
17002	chr2R	22838055	22838073	-	82
17003	chr2R	22838757	22838769	-	157
17004	chr2R	22849581	22849582	-	72
17005	chr2R	22853725	22853846	-	409
17006	chr2R	22856308	22856337	-	636
17007	chr2R	22856492	22856535	-	385
