consensus.cluster	chr	start	end	strand	tpm
31271	chr3L	19067979	19068075	-	184
31272	chr3L	19068354	19068409	-	124
31273	chr3L	19068515	19068533	-	530
31274	chr3L	19085786	19085947	-	2343
31275	chr3L	19086040	19086054	-	571
31276	chr3L	19086110	19086121	-	123
31277	chr3L	19088938	19088939	-	57
31278	chr3L	19094887	19094931	-	316
31279	chr3L	19095304	19095375	-	728
31280	chr3L	19096352	19096589	-	1582
31281	chr3L	19097678	19097721	-	51
31282	chr3L	19097852	19097861	-	70
31283	chr3L	19097976	19097983	-	62
31284	chr3L	19098147	19098192	-	95
31285	chr3L	19098238	19098301	-	299
31286	chr3L	19099181	19099459	-	1699
31287	chr3L	19104904	19104938	-	607
31288	chr3L	19105834	19105836	-	59
31289	chr3L	19106822	19106872	-	1064
31290	chr3L	19106921	19107060	-	485
31291	chr3L	19112413	19112480	-	466
31292	chr3L	19128441	19128493	-	862
31293	chr3L	19130837	19130838	-	117
31294	chr3L	19134498	19134500	-	51
31295	chr3L	19134562	19134569	-	137
31296	chr3L	19136441	19136471	-	111
31297	chr3L	19136521	19136586	-	192
31298	chr3L	19138980	19139017	-	69
31299	chr3L	19142124	19142130	-	147
31300	chr3L	19142258	19142268	-	195
31301	chr3L	19142579	19142582	-	99
31302	chr3L	19142875	19143006	-	2875
31303	chr3L	19171655	19171656	-	83
31304	chr3L	19210755	19210914	-	677
31305	chr3L	19211055	19211060	-	56
31306	chr3L	19232323	19232399	-	424
31307	chr3L	19234852	19234888	-	106
31308	chr3L	19235128	19235220	-	1045
31309	chr3L	19249133	19249170	-	64
31310	chr3L	19254098	19254316	-	8206
31311	chr3L	19257411	19257488	-	1108
31312	chr3L	19257782	19258101	-	9378
31313	chr3L	19258545	19258547	-	152
31314	chr3L	19262517	19262726	-	5798
31315	chr3L	19263107	19263197	-	1493
31316	chr3L	19264114	19264115	-	99
31317	chr3L	19264315	19264320	-	155
31318	chr3L	19266745	19266777	-	455
31319	chr3L	19274141	19274187	-	86
31320	chr3L	19282647	19282648	-	149
31321	chr3L	19282784	19282793	-	230
31322	chr3L	19298619	19298727	-	823
31323	chr3L	19298845	19298867	-	223
31324	chr3L	19305254	19305336	-	346
31325	chr3L	19308000	19308020	-	117
31326	chr3L	19309334	19309337	-	79
31327	chr3L	19310905	19310970	-	626
31328	chr3L	19313151	19313179	-	274
31329	chr3L	19318360	19318371	-	108
31330	chr3L	19329112	19329117	-	151
31331	chr3L	19345143	19345155	-	72
31332	chr3L	19347823	19347838	-	352
31333	chr3L	19387860	19387890	-	193
31334	chr3L	19408661	19408678	-	419
31335	chr3L	19408771	19408806	-	110
31336	chr3L	19408890	19408921	-	391
31337	chr3L	19422905	19423063	-	13203
31338	chr3L	19446869	19446873	-	126
31339	chr3L	19455756	19455764	-	193
31340	chr3L	19456335	19456350	-	50
31341	chr3L	19464048	19464058	-	275
31342	chr3L	19466572	19466580	-	95
31343	chr3L	19471651	19471678	-	1062
31344	chr3L	19475009	19475036	-	155
31345	chr3L	19476926	19476928	-	70
31346	chr3L	19477530	19477773	-	6266
31347	chr3L	19479156	19479230	-	539
31348	chr3L	19484001	19484033	-	213
31349	chr3L	19484183	19484185	-	81
31350	chr3L	19486715	19486928	-	2455
31351	chr3L	19492061	19492083	-	235
31352	chr3L	19492264	19492364	-	2148
31353	chr3L	19492456	19492475	-	81
31354	chr3L	19493021	19493056	-	59
31355	chr3L	19496917	19497107	-	1969
31356	chr3L	19497154	19497638	-	2176
31357	chr3L	19498383	19498403	-	461
31358	chr3L	19501067	19501075	-	247
31359	chr3L	19533344	19533345	-	65
31360	chr3L	19533436	19533596	-	1828
31361	chr3L	19538421	19538550	-	4961
31362	chr3L	19541177	19541188	-	567
31363	chr3L	19541261	19541286	-	291
31364	chr3L	19541370	19541378	-	203
31365	chr3L	19543046	19543350	-	13679
31366	chr3L	19543405	19544128	-	18734
31367	chr3L	19544215	19544531	-	8183
31368	chr3L	19544604	19544619	-	136
31369	chr3L	19544724	19544740	-	441
31370	chr3L	19545660	19545693	-	219
31371	chr3L	19547258	19547263	-	72
31372	chr3L	19547476	19547477	-	70
31373	chr3L	19548077	19548128	-	284
31374	chr3L	19550346	19550418	-	600
31375	chr3L	19550758	19550761	-	57
31376	chr3L	19552276	19552315	-	311
31377	chr3L	19553276	19553294	-	93
31378	chr3L	19561017	19561025	-	59
31379	chr3L	19568326	19568332	-	60
31380	chr3L	19571575	19571597	-	216
31381	chr3L	19571729	19571767	-	82
31382	chr3L	19571816	19571880	-	341
31383	chr3L	19584979	19585011	-	221
31384	chr3L	19585086	19585341	-	7569
31385	chr3L	19589062	19589239	-	4506
31386	chr3L	19590761	19590811	-	1476
31387	chr3L	19591718	19591732	-	284
31388	chr3L	19591835	19591860	-	236
31389	chr3L	19592987	19592994	-	188
31390	chr3L	19593409	19593452	-	2176
31391	chr3L	19594639	19594640	-	166
31392	chr3L	19594689	19594705	-	251
31393	chr3L	19594807	19594917	-	5249
31394	chr3L	19595264	19595313	-	316
31395	chr3L	19595747	19595748	-	133
31396	chr3L	19596460	19596486	-	107
31397	chr3L	19600804	19600836	-	80
31398	chr3L	19604397	19604435	-	107
31399	chr3L	19607847	19607969	-	1426
31400	chr3L	19608273	19608587	-	23850
31401	chr3L	19610406	19610437	-	474
31402	chr3L	19610495	19610587	-	160
31403	chr3L	19610965	19611064	-	2376
31404	chr3L	19611216	19611225	-	85
31405	chr3L	19612062	19612124	-	591
31406	chr3L	19612262	19612403	-	232
31407	chr3L	19612501	19612531	-	306
31408	chr3L	19613397	19613415	-	169
31409	chr3L	19613673	19613812	-	4164
31410	chr3L	19614291	19614305	-	97
31411	chr3L	19618639	19618675	-	57
31412	chr3L	19624404	19624413	-	172
31413	chr3L	19627465	19627469	-	88
31414	chr3L	19632575	19632583	-	97
31415	chr3L	19636124	19636164	-	532
31416	chr3L	19636903	19636958	-	196
31417	chr3L	19637033	19637035	-	65
31418	chr3L	19639220	19639300	-	133
31419	chr3L	19639371	19639408	-	377
31420	chr3L	19639490	19639519	-	631
31421	chr3L	19640352	19640546	-	7494
31422	chr3L	19642697	19642734	-	106
31423	chr3L	19647277	19647507	-	5085
31424	chr3L	19650744	19650746	-	91
31425	chr3L	19650816	19650858	-	1911
31426	chr3L	19662750	19662762	-	157
31427	chr3L	19662807	19662850	-	179
31428	chr3L	19676703	19676704	-	53
31429	chr3L	19677916	19677927	-	341
31430	chr3L	19678935	19678945	-	150
31431	chr3L	19681493	19681587	-	1412
31432	chr3L	19683930	19684173	-	4054
31433	chr3L	19684608	19684674	-	410
31434	chr3L	19685974	19685985	-	173
31435	chr3L	19686083	19686085	-	52
31436	chr3L	19687916	19687958	-	294
31437	chr3L	19688096	19688177	-	1259
31438	chr3L	19688220	19688266	-	66
31439	chr3L	19688306	19688313	-	65
31440	chr3L	19690042	19690065	-	134
31441	chr3L	19700939	19700997	-	1224
31442	chr3L	19701118	19701175	-	694
31443	chr3L	19790098	19790223	-	1121
31444	chr3L	19794737	19794783	-	319
31445	chr3L	19796373	19796415	-	55
31446	chr3L	19798974	19798985	-	70
31447	chr3L	19801400	19801407	-	73
31448	chr3L	19803912	19804061	-	2926
31449	chr3L	19805239	19805242	-	215
31450	chr3L	19806169	19806171	-	208
31451	chr3L	19806805	19806818	-	1085
31452	chr3L	19806859	19806918	-	116
31453	chr3L	19807119	19807152	-	634
31454	chr3L	19810390	19810428	-	2476
31455	chr3L	19810549	19810552	-	774
31456	chr3L	19812922	19812923	-	53
31457	chr3L	19813784	19813869	-	1180
31458	chr3L	19815419	19815432	-	441
31459	chr3L	19815744	19815755	-	112
31460	chr3L	19815835	19815844	-	215
31461	chr3L	19816085	19816108	-	331
31462	chr3L	19816155	19816239	-	1905
31463	chr3L	19816954	19816955	-	113
31464	chr3L	19830984	19830992	-	248
31465	chr3L	19831034	19831041	-	108
31466	chr3L	19831383	19831392	-	342
31467	chr3L	19831475	19831487	-	201
31468	chr3L	19831816	19831969	-	5300
31469	chr3L	19834245	19834250	-	132
31470	chr3L	19835277	19835310	-	145
31471	chr3L	19840059	19840067	-	135
31472	chr3L	19846924	19846950	-	409
31473	chr3L	19858697	19858734	-	129
31474	chr3L	19867487	19867555	-	1436
31475	chr3L	19868034	19868145	-	4096
31476	chr3L	19868200	19868451	-	7340
31477	chr3L	19868741	19868811	-	592
31478	chr3L	19869195	19869196	-	60
31479	chr3L	19869390	19869418	-	170
31480	chr3L	19870783	19870904	-	5311
31481	chr3L	19871175	19871208	-	357
31482	chr3L	19871881	19871886	-	56
31483	chr3L	19873494	19873566	-	1275
31484	chr3L	19880218	19880221	-	72
31485	chr3L	19882044	19882128	-	1780
31486	chr3L	19882191	19882208	-	468
31487	chr3L	19882257	19882310	-	798
31488	chr3L	19882351	19882387	-	585
31489	chr3L	19883501	19883564	-	3874
31490	chr3L	19884627	19884635	-	72
31491	chr3L	19887382	19887401	-	271
31492	chr3L	19888367	19888407	-	445
31493	chr3L	19888772	19889061	-	4677
31494	chr3L	19889229	19889267	-	842
31495	chr3L	19889459	19889533	-	939
31496	chr3L	19890751	19890753	-	91
31497	chr3L	19891110	19891544	-	30423
31498	chr3L	19892534	19892535	-	127
31499	chr3L	19895001	19895062	-	696
31500	chr3L	19895215	19895310	-	660
31501	chr3L	19895364	19895368	-	128
31502	chr3L	19895527	19895537	-	182
31503	chr3L	19895850	19895989	-	877
31504	chr3L	19896797	19896803	-	273
31505	chr3L	19897510	19897521	-	102
31506	chr3L	19897717	19897728	-	505
31507	chr3L	19909163	19909228	-	223
31508	chr3L	19910376	19910505	-	419
31509	chr3L	19912402	19912405	-	201
31510	chr3L	19912481	19912624	-	5279
31511	chr3L	19912667	19912719	-	265
31512	chr3L	19918235	19918323	-	777
31513	chr3L	19918394	19918395	-	65
31514	chr3L	19918641	19918770	-	1506
31515	chr3L	19922350	19922351	-	101
31516	chr3L	19923285	19923307	-	63
31517	chr3L	19927189	19927521	-	6748
31518	chr3L	19927570	19927625	-	197
31519	chr3L	19927677	19927727	-	279
31520	chr3L	19928797	19928807	-	266
31521	chr3L	19936667	19936757	-	302
31522	chr3L	19943762	19943763	-	113
31523	chr3L	19949133	19949184	-	173
31524	chr3L	19949827	19949916	-	2549
31525	chr3L	19949981	19950061	-	411
31526	chr3L	19950372	19950473	-	3093
31527	chr3L	19950516	19950549	-	180
31528	chr3L	19950589	19950707	-	529
31529	chr3L	19951233	19951365	-	9676
31530	chr3L	19951414	19951538	-	686
31531	chr3L	19952088	19952149	-	795
31532	chr3L	19952877	19952988	-	1518
31533	chr3L	19953155	19953165	-	82
31534	chr3L	19953645	19953747	-	610
31535	chr3L	19954592	19954646	-	97
31536	chr3L	19954767	19954974	-	10231
31537	chr3L	19955047	19955088	-	71
31538	chr3L	19962736	19962743	-	117
31539	chr3L	19962953	19962958	-	195
31540	chr3L	19978812	19978849	-	138
31541	chr3L	19984355	19984562	-	16488
31542	chr3L	19984609	19984712	-	273
31543	chr3L	19988044	19988049	-	102
31544	chr3L	19998102	19998148	-	450
31545	chr3L	19998218	19998222	-	153
31546	chr3L	20015375	20015376	-	93
31547	chr3L	20024530	20024544	-	77
31548	chr3L	20024682	20024808	-	4756
31549	chr3L	20024868	20024988	-	584
31550	chr3L	20025228	20025234	-	450
31551	chr3L	20025942	20026022	-	5455
31552	chr3L	20026079	20026235	-	832
31553	chr3L	20026299	20026330	-	481
31554	chr3L	20026385	20026585	-	18178
31555	chr3L	20026646	20026787	-	1558
31556	chr3L	20026843	20026847	-	152
31557	chr3L	20027177	20027283	-	3435
31558	chr3L	20027691	20027772	-	557
31559	chr3L	20027817	20027941	-	1227
31560	chr3L	20027990	20028044	-	278
31561	chr3L	20036154	20036170	-	174
31562	chr3L	20038517	20038632	-	655
31563	chr3L	20044635	20044675	-	410
31564	chr3L	20044874	20044991	-	293
31565	chr3L	20060013	20060015	-	112
31566	chr3L	20060431	20060488	-	440
31567	chr3L	20082953	20082967	-	149
31568	chr3L	20085577	20085578	-	102
31569	chr3L	20085733	20085743	-	420
31570	chr3L	20093032	20093033	-	100
31571	chr3L	20098079	20098106	-	235
31572	chr3L	20098906	20099093	-	4976
31573	chr3L	20100540	20100543	-	70
31574	chr3L	20105898	20105914	-	61
31575	chr3L	20108476	20108502	-	367
31576	chr3L	20108617	20108646	-	570
31577	chr3L	20108755	20108756	-	151
31578	chr3L	20112263	20112268	-	84
31579	chr3L	20124297	20124321	-	145
31580	chr3L	20130444	20130582	-	1440
31581	chr3L	20131986	20132276	-	16263
31582	chr3L	20132499	20132522	-	658
31583	chr3L	20133421	20133426	-	79
31584	chr3L	20135624	20135652	-	151
31585	chr3L	20139202	20139225	-	95
31586	chr3L	20150885	20150907	-	117
31587	chr3L	20151073	20151075	-	61
31588	chr3L	20151351	20151360	-	106
31589	chr3L	20152815	20152870	-	170
31590	chr3L	20155448	20155449	-	56
31591	chr3L	20158273	20158287	-	210
31592	chr3L	20158892	20158906	-	59
31593	chr3L	20162324	20162330	-	209
31594	chr3L	20168526	20168590	-	682
31595	chr3L	20168690	20168695	-	175
31596	chr3L	20171005	20171039	-	207
31597	chr3L	20171355	20171362	-	317
31598	chr3L	20172942	20172952	-	59
31599	chr3L	20192223	20192225	-	106
31600	chr3L	20200340	20200346	-	75
31601	chr3L	20200434	20200461	-	281
31602	chr3L	20202065	20202274	-	11468
31603	chr3L	20203591	20203592	-	50
31604	chr3L	20204607	20204618	-	431
31605	chr3L	20207732	20207849	-	14703
31606	chr3L	20207896	20208017	-	466
31607	chr3L	20208346	20208449	-	130
31608	chr3L	20210407	20210451	-	233
31609	chr3L	20210570	20210602	-	666
31610	chr3L	20211916	20211932	-	92
31611	chr3L	20218499	20218541	-	757
31612	chr3L	20221876	20221883	-	116
31613	chr3L	20224067	20224267	-	3327
31614	chr3L	20226692	20226719	-	753
31615	chr3L	20233716	20233822	-	523
31616	chr3L	20235911	20235912	-	223
31617	chr3L	20235995	20236086	-	1004
31618	chr3L	20242397	20242402	-	205
31619	chr3L	20247648	20247698	-	79
31620	chr3L	20265566	20265685	-	4874
31621	chr3L	20265745	20265786	-	147
31622	chr3L	20269316	20269400	-	2036
31623	chr3L	20273377	20273499	-	12934
31624	chr3L	20273571	20273622	-	267
31625	chr3L	20275236	20275284	-	1399
31626	chr3L	20285510	20285525	-	84
31627	chr3L	20286091	20286152	-	309
31628	chr3L	20295745	20295747	-	115
31629	chr3L	20295796	20295818	-	170
31630	chr3L	20296773	20296783	-	149
31631	chr3L	20297121	20297129	-	137
31632	chr3L	20297242	20297249	-	62
31633	chr3L	20297310	20297352	-	403
31634	chr3L	20304304	20304454	-	904
31635	chr3L	20316395	20316416	-	57
31636	chr3L	20316706	20316708	-	90
31637	chr3L	20318210	20318350	-	1146
31638	chr3L	20322351	20322400	-	200
31639	chr3L	20340854	20340867	-	60
31640	chr3L	20345727	20345894	-	7299
31641	chr3L	20346064	20346081	-	319
31642	chr3L	20346606	20346620	-	420
31643	chr3L	20349934	20349988	-	217
31644	chr3L	20359807	20359959	-	1932
31645	chr3L	20361841	20361877	-	335
31646	chr3L	20366664	20366701	-	126
31647	chr3L	20371669	20371816	-	6078
31648	chr3L	20371860	20371899	-	78
31649	chr3L	20372079	20372117	-	1107
31650	chr3L	20376001	20376015	-	70
31651	chr3L	20379160	20379164	-	55
31652	chr3L	20379232	20379308	-	1378
31653	chr3L	20380164	20380199	-	252
31654	chr3L	20381018	20381020	-	91
31655	chr3L	20382390	20382602	-	4193
31656	chr3L	20383038	20383054	-	71
31657	chr3L	20384196	20384256	-	343
31658	chr3L	20384310	20384314	-	98
31659	chr3L	20391933	20392065	-	1275
31660	chr3L	20392246	20392254	-	191
31661	chr3L	20396282	20396334	-	1761
31662	chr3L	20396384	20396491	-	295
31663	chr3L	20396654	20396658	-	134
31664	chr3L	20401327	20401357	-	324
31665	chr3L	20407549	20407764	-	2784
31666	chr3L	20424405	20424444	-	273
31667	chr3L	20426259	20426464	-	3507
31668	chr3L	20428207	20428214	-	218
31669	chr3L	20430595	20430812	-	10569
31670	chr3L	20433892	20433916	-	58
31671	chr3L	20435102	20435312	-	13180
31672	chr3L	20438158	20438167	-	182
31673	chr3L	20447835	20447844	-	162
31674	chr3L	20450511	20450666	-	1659
31675	chr3L	20454689	20454698	-	531
31676	chr3L	20464650	20464925	-	5156
31677	chr3L	20465048	20465098	-	164
31678	chr3L	20469556	20469558	-	119
31679	chr3L	20469663	20469733	-	822
31680	chr3L	20470509	20470520	-	845
31681	chr3L	20470639	20470751	-	4125
31682	chr3L	20470793	20470800	-	68
31683	chr3L	20473859	20473868	-	176
31684	chr3L	20476740	20476773	-	95
31685	chr3L	20496553	20496624	-	284
31686	chr3L	20509538	20509583	-	157
31687	chr3L	20511472	20511498	-	54
31688	chr3L	20514596	20514665	-	1506
31689	chr3L	20514730	20514807	-	2159
31690	chr3L	20515056	20515324	-	3582
31691	chr3L	20519012	20519119	-	2682
31692	chr3L	20519168	20519201	-	402
31693	chr3L	20519540	20519675	-	957
31694	chr3L	20519732	20519733	-	71
31695	chr3L	20522495	20522668	-	6928
31696	chr3L	20523199	20523258	-	564
31697	chr3L	20523369	20523380	-	175
31698	chr3L	20524737	20524756	-	2057
31699	chr3L	20527978	20528066	-	1031
31700	chr3L	20528531	20528537	-	77
31701	chr3L	20540137	20540150	-	181
31702	chr3L	20540245	20540315	-	475
31703	chr3L	20561789	20561869	-	477
31704	chr3L	20562030	20562031	-	65
31705	chr3L	20570736	20570738	-	73
31706	chr3L	20597980	20598017	-	117
31707	chr3L	20598097	20598127	-	135
31708	chr3L	20609653	20609656	-	151
31709	chr3L	20610296	20610300	-	141
31710	chr3L	20623744	20623777	-	334
31711	chr3L	20626495	20626591	-	2542
31712	chr3L	20626944	20626946	-	90
31713	chr3L	20635765	20635806	-	111
31714	chr3L	20649130	20649181	-	155
31715	chr3L	20649226	20649273	-	409
31716	chr3L	20649413	20649435	-	59
31717	chr3L	20649722	20649732	-	328
31718	chr3L	20669670	20669688	-	225
31719	chr3L	20669772	20669836	-	403
31720	chr3L	20692326	20692421	-	448
31721	chr3L	20692534	20692592	-	170
31722	chr3L	20695090	20695094	-	715
31723	chr3L	20695195	20695232	-	3044
31724	chr3L	20722271	20722273	-	57
31725	chr3L	20737490	20737599	-	601
31726	chr3L	20740429	20740445	-	122
31727	chr3L	20742511	20742523	-	60
31728	chr3L	20768182	20768339	-	775
31729	chr3L	20770132	20770362	-	6751
31730	chr3L	20776050	20776067	-	84
31731	chr3L	20776109	20776149	-	273
31732	chr3L	20776757	20776788	-	304
31733	chr3L	20776915	20776935	-	458
31734	chr3L	20780349	20780350	-	79
31735	chr3L	20780819	20780838	-	103
31736	chr3L	20781221	20781223	-	86
31737	chr3L	20781300	20781376	-	247
31738	chr3L	20786316	20786576	-	10928
31739	chr3L	20788455	20788464	-	67
31740	chr3L	20788883	20789037	-	4003
31741	chr3L	20792360	20792421	-	1320
31742	chr3L	20792509	20792528	-	61
31743	chr3L	20793008	20793009	-	106
31744	chr3L	20794856	20794922	-	452
31745	chr3L	20797073	20797305	-	4568
31746	chr3L	20798514	20798521	-	254
31747	chr3L	20798722	20798726	-	235
31748	chr3L	20798800	20798819	-	115
31749	chr3L	20800174	20800220	-	80
31750	chr3L	20806863	20806914	-	1686
31751	chr3L	20813334	20813457	-	3454
31752	chr3L	20814003	20814066	-	680
31753	chr3L	20816850	20817343	-	282840
31754	chr3L	20817391	20817392	-	88
31755	chr3L	20817695	20817950	-	45874
31756	chr3L	20818397	20818399	-	303
31757	chr3L	20831310	20831326	-	241
31758	chr3L	20831655	20831689	-	63
31759	chr3L	20832723	20832744	-	127
31760	chr3L	20833187	20833227	-	279
31761	chr3L	20838332	20838378	-	718
31762	chr3L	20839036	20839310	-	9673
31763	chr3L	20839416	20839424	-	62
31764	chr3L	20839556	20839565	-	439
31765	chr3L	20840068	20840073	-	134
31766	chr3L	20844331	20844341	-	158
31767	chr3L	20845555	20845569	-	63
31768	chr3L	20845667	20845687	-	109
31769	chr3L	20856262	20856272	-	171
31770	chr3L	20860122	20860155	-	178
31771	chr3L	20860202	20860291	-	332
31772	chr3L	20860380	20860397	-	389
31773	chr3L	20863337	20863374	-	118
31774	chr3L	20863667	20863678	-	80
31775	chr3L	20875259	20875262	-	139
31776	chr3L	20882057	20882078	-	200
31777	chr3L	20886852	20886892	-	785
31778	chr3L	20886934	20886935	-	81
31779	chr3L	20887871	20887942	-	351
31780	chr3L	20896996	20896997	-	92
31781	chr3L	20907824	20907929	-	1671
31782	chr3L	20909604	20909612	-	119
31783	chr3L	20912271	20912272	-	51
31784	chr3L	20913157	20913159	-	88
31785	chr3L	20921123	20921340	-	8876
31786	chr3L	20921400	20921454	-	885
31787	chr3L	20921557	20921626	-	207
31788	chr3L	20925886	20925930	-	494
31789	chr3L	20955755	20955758	-	145
31790	chr3L	20960397	20960411	-	93
31791	chr3L	20962646	20962908	-	21653
31792	chr3L	20962951	20962967	-	69
31793	chr3L	20963047	20963099	-	246
31794	chr3L	20963905	20963922	-	195
31795	chr3L	20964395	20964396	-	106
31796	chr3L	20964516	20964531	-	535
31797	chr3L	20964706	20964905	-	5059
31798	chr3L	20964952	20964972	-	105
31799	chr3L	20965337	20965405	-	7580
31800	chr3L	20965467	20965609	-	1420
31801	chr3L	20966014	20966022	-	366
31802	chr3L	20966111	20966121	-	97
31803	chr3L	20966271	20966371	-	1830
31804	chr3L	20966734	20966747	-	338
31805	chr3L	20966788	20966827	-	313
31806	chr3L	20966877	20966905	-	87
31807	chr3L	20967993	20968075	-	5025
31808	chr3L	20968118	20968169	-	610
31809	chr3L	20968224	20968229	-	58
31810	chr3L	20968545	20968572	-	265
31811	chr3L	20969443	20969490	-	541
31812	chr3L	20970055	20970104	-	493
31813	chr3L	20970622	20970701	-	4581
31814	chr3L	20970807	20970882	-	1636
31815	chr3L	20972035	20972049	-	492
31816	chr3L	20972111	20972112	-	139
31817	chr3L	20973065	20973085	-	282
31818	chr3L	20974586	20974588	-	109
31819	chr3L	20974654	20974663	-	118
31820	chr3L	20985205	20985291	-	4520
31821	chr3L	20985463	20985464	-	144
31822	chr3L	20985709	20985745	-	2470
31823	chr3L	20987307	20987314	-	59
31824	chr3L	20988058	20988064	-	161
31825	chr3L	20993424	20993446	-	97
31826	chr3L	20993689	20993713	-	109
31827	chr3L	20994130	20994131	-	374
31828	chr3L	20994890	20994936	-	187
31829	chr3L	20995188	20995206	-	69
31830	chr3L	20995253	20995364	-	624
31831	chr3L	20995433	20995440	-	94
31832	chr3L	20995511	20995519	-	144
31833	chr3L	21025138	21025139	-	138
31834	chr3L	21025194	21025216	-	720
31835	chr3L	21025269	21025392	-	502
31836	chr3L	21027778	21027806	-	52
31837	chr3L	21028953	21028982	-	448
31838	chr3L	21029023	21029030	-	87
31839	chr3L	21030081	21030115	-	348
31840	chr3L	21030278	21030397	-	4053
31841	chr3L	21033535	21033727	-	2930
31842	chr3L	21045941	21045943	-	383
31843	chr3L	21075572	21075619	-	470
31844	chr3L	21087400	21087451	-	324
31845	chr3L	21087538	21087576	-	151
31846	chr3L	21088140	21088538	-	7892
31847	chr3L	21088676	21088685	-	117
31848	chr3L	21088740	21088809	-	810
31849	chr3L	21128313	21128357	-	194
31850	chr3L	21133243	21133484	-	10727
31851	chr3L	21134261	21134262	-	201
31852	chr3L	21134576	21134610	-	114
31853	chr3L	21135174	21135226	-	287
31854	chr3L	21136446	21136453	-	198
31855	chr3L	21136509	21136519	-	162
31856	chr3L	21136572	21136697	-	2008
31857	chr3L	21136864	21136952	-	508
31858	chr3L	21143993	21143997	-	73
31859	chr3L	21145445	21145467	-	397
31860	chr3L	21145611	21145777	-	1811
31861	chr3L	21147001	21147002	-	68
31862	chr3L	21163179	21163183	-	161
31863	chr3L	21163313	21163351	-	223
31864	chr3L	21167244	21167291	-	68
31865	chr3L	21177836	21177888	-	677
31866	chr3L	21184343	21184475	-	1420
31867	chr3L	21184528	21184532	-	171
31868	chr3L	21194747	21194926	-	7068
31869	chr3L	21195032	21195033	-	230
31870	chr3L	21195683	21195692	-	190
31871	chr3L	21196195	21196200	-	79
31872	chr3L	21197392	21197563	-	7858
31873	chr3L	21197767	21197815	-	110
31874	chr3L	21198256	21198395	-	3728
31875	chr3L	21208082	21208299	-	4197
31876	chr3L	21209630	21209640	-	74
31877	chr3L	21211339	21211360	-	127
31878	chr3L	21215988	21216187	-	3243
31879	chr3L	21216572	21216573	-	143
31880	chr3L	21216643	21216645	-	109
31881	chr3L	21216724	21216726	-	54
31882	chr3L	21219705	21219779	-	523
31883	chr3L	21266673	21266876	-	20219
31884	chr3L	21268384	21268693	-	93744
31885	chr3L	21269320	21269336	-	5248
31886	chr3L	21269412	21269709	-	15015
31887	chr3L	21270201	21270221	-	279
31888	chr3L	21271202	21271229	-	829
31889	chr3L	21279847	21279912	-	217
31890	chr3L	21280487	21280782	-	31564
31891	chr3L	21280849	21280968	-	1769
31892	chr3L	21281279	21281308	-	101
31893	chr3L	21281984	21282072	-	1150
31894	chr3L	21297183	21297186	-	101
31895	chr3L	21302473	21302528	-	656
31896	chr3L	21304315	21304327	-	262
31897	chr3L	21304601	21304608	-	163
31898	chr3L	21306137	21306142	-	136
31899	chr3L	21315806	21315807	-	93
31900	chr3L	21316310	21316363	-	224
31901	chr3L	21317332	21317339	-	89
31902	chr3L	21327255	21327263	-	274
31903	chr3L	21333002	21333054	-	182
31904	chr3L	21338111	21338278	-	3846
31905	chr3L	21346821	21346888	-	192
31906	chr3L	21360215	21360224	-	265
31907	chr3L	21405418	21405542	-	5272
31908	chr3L	21420379	21420468	-	2444
31909	chr3L	21421376	21421433	-	1725
31910	chr3L	21425491	21425493	-	116
31911	chr3L	21429794	21429825	-	129
31912	chr3L	21438624	21438652	-	465
31913	chr3L	21438714	21438820	-	488
31914	chr3L	21438861	21438884	-	190
31915	chr3L	21442309	21442380	-	1926
31916	chr3L	21442422	21442458	-	81
31917	chr3L	21443760	21443787	-	63
31918	chr3L	21447917	21447920	-	56
31919	chr3L	21448027	21448028	-	129
31920	chr3L	21452582	21452585	-	189
31921	chr3L	21472511	21472512	-	59
31922	chr3L	21472671	21472688	-	72
31923	chr3L	21474129	21474151	-	585
31924	chr3L	21474583	21474673	-	1782
31925	chr3L	21474792	21474838	-	75
31926	chr3L	21483099	21483108	-	237
31927	chr3L	21483936	21483941	-	69
31928	chr3L	21491389	21491699	-	58650
31929	chr3L	21492687	21492722	-	206
31930	chr3L	21492889	21493052	-	822
31931	chr3L	21494067	21494075	-	258
31932	chr3L	21494137	21494180	-	1854
31933	chr3L	21497913	21498126	-	6648
31934	chr3L	21498203	21498206	-	395
31935	chr3L	21505177	21505207	-	279
31936	chr3L	21512874	21513193	-	10330
31937	chr3L	21514904	21514911	-	213
31938	chr3L	21519032	21519051	-	112
31939	chr3L	21524680	21524682	-	102
31940	chr3L	21528217	21528222	-	401
31941	chr3L	21530369	21530375	-	123
31942	chr3L	21530681	21530715	-	70
31943	chr3L	21530862	21530867	-	655
31944	chr3L	21531042	21531046	-	211
31945	chr3L	21531124	21531565	-	30615
31946	chr3L	21531757	21531844	-	1362
31947	chr3L	21531898	21531913	-	400
31948	chr3L	21532349	21532353	-	125
31949	chr3L	21538959	21539150	-	29333
31950	chr3L	21539242	21539298	-	2456
31951	chr3L	21539671	21539735	-	242
31952	chr3L	21539950	21539952	-	88
31953	chr3L	21543683	21543689	-	213
31954	chr3L	21543825	21543874	-	477
31955	chr3L	21544644	21544751	-	1678
31956	chr3L	21548676	21548677	-	85
31957	chr3L	21551043	21551047	-	325
31958	chr3L	21551961	21551970	-	906
31959	chr3L	21552488	21552495	-	192
31960	chr3L	21558962	21559059	-	1427
